ID	Description	Protein Length	TMHMM Topology	Sequon Positions	List of Transmembrane Loops and Sequon Data	Avg-loop.i	Avg-loop.o	Avg-loop (glyco).i	Avg-loop (glyco).o	FirstDomain	LastDomain	FirstDomain.Length	FirstDomain.Out	FirstDomain.In	LastDomain.Length	LastDomain.Out	LastDomain.In	FirstDomain.Glyco.Length	FirstGlyco.Length.Out	FirstGlyco.Legnth.In	LastDomain.Glyco.Length	LastGlyco.Length.Out	LastGlyco.Length.In
IPI00153202	Splice Isoform 1 of Angiotensin-converting enzyme 2	805	o740-762i	NQT(660) NST(546) 	o(1-740=740)/2 i(762-805=44)/0 	44	740	0	740	o(1-740=740)	i(762-805=44)	740	740	0	44	0	44	740	740	0	0	0	0
IPI00111366	Splice Isoform 1 of Tumor necrosis factor receptor superfamily member 13	175	o73-95i	NQT(23) 	o(1-73=73)/1 i(95-175=81)/0 	81	73	0	73	o(1-73=73)	i(95-175=81)	73	73	0	81	0	81	0	0	0	0	0	0
IPI00114274	Semaphorin-4D	861	o733-755i	NYT(379) 	o(1-733=733)/1 i(755-861=107)/0 	107	733	0	733	o(1-733=733)	i(755-861=107)	733	733	0	107	0	107	733	733	0	0	0	0
IPI00132474	Integrin beta-1	798	o729-751i	NSS(520) NCT(212) NLT(669) 	o(1-729=729)/3 i(751-798=48)/0 	48	729	0	729	o(1-729=729)	i(751-798=48)	729	729	0	48	0	48	729	729	0	0	0	0
IPI00122971	"Splice Isoform N-CAM 180 of Neural cell adhesion molecule 1, 180 kDa isoform 	1115	o706-728i735-757o	NCT(479) 	o(1-706=706)/1 i(728-735=8)/0 o(757-1115=8)/0 	8	357	0	706	o(1-706=706)	o(757-1115=8)	706	706	0	8	8	0	706	706	0	0	0	0
IPI00126500	Splice Isoform A of Anion exchange protein 	1237	o705-727i748-770o790-812i821-843o897-914i927-946o984-1006i1027-1049o1109-1131i1159-1178o1183-1200i	NSS(878) 	o(1-705=705)/0 i(727-748=22)/0 o(770-790=21)/0 i(812-821=10)/0 o(843-897=55)/1 i(914-927=14)/0 o(946-984=39)/0 i(1006-1027=22)/0 o(1049-1109=61)/0 i(1131-1159=29)/0 o(1178-1183=6)/0 i(1200-1237=38)/0 	22.5	147.833	0	55	o(1-705=705)	i(1200-1237=38)	705	705	0	38	0	38	0	0	0	0	0	0
IPI00320605	Integrin beta-2	771	o703-725i	NVT(117) NFT(51) 	o(1-703=703)/2 i(725-771=47)/0 	47	703	0	703	o(1-703=703)	i(725-771=47)	703	703	0	47	0	47	703	703	0	0	0	0
IPI00117413	Splice Isoform 1 of B-cell receptor CD22	862	o703-720i	NDS(116) NSS(460) NNS(265) 	o(1-703=703)/3 i(720-862=143)/0 	143	703	0	703	o(1-703=703)	i(720-862=143)	703	703	0	143	0	143	703	703	0	0	0	0
IPI00653571	"Adult male spinal cord cDNA, RIKEN full-length enriched library, clone:A330077N24 product:vascular cell adhesion molecule 1, full insert sequence	739	o699-721i	NCT(424) NTT(225) NLT(531) 	o(1-699=699)/3 i(721-739=19)/0 	19	699	0	699	o(1-699=699)	i(721-739=19)	699	699	0	19	0	19	699	699	0	0	0	0
IPI00138209	Splice Isoform 2A of Desmocollin-2	902	o696-718i	NYT(392) 	o(1-696=696)/1 i(718-902=185)/0 	185	696	0	696	o(1-696=696)	i(718-902=185)	696	696	0	185	0	185	696	696	0	0	0	0
IPI00222589	"15 days embryo head cDNA, RIKEN full-length enriched library, clone:D930032O19 product:PTK7 protein tyrosine kinase 7, full insert sequence	1062	o696-718i	NVT(98) 	o(1-696=696)/1 i(718-1062=345)/0 	345	696	0	696	o(1-696=696)	i(718-1062=345)	696	696	0	345	0	345	696	696	0	0	0	0
IPI00461440	"Adult male testis cDNA, RIKEN full-length enriched library, clone:4921511K13 product:a disintegrin and metalloprotease domain 5, full insert sequence	771	o695-712i	NLS(557) 	o(1-695=695)/1 i(712-771=60)/0 	60	695	0	695	o(1-695=695)	i(712-771=60)	695	695	0	60	0	60	695	695	0	0	0	0
IPI00129613	Protocadherin gamma C	934	o693-715i	NQS(245) 	o(1-693=693)/1 i(715-934=220)/0 	220	693	0	693	o(1-693=693)	i(715-934=220)	693	693	0	220	0	220	693	693	0	0	0	0
IPI00378162	ADAM 2	735	o687-709i	NCS(359) 	o(1-687=687)/1 i(709-735=27)/0 	27	687	0	687	o(1-687=687)	i(709-735=27)	687	687	0	27	0	27	687	687	0	0	0	0
IPI00117161	Zona pellucida sperm-binding protein 2	713	o684-703i	NSS(393) 	o(1-684=684)/1 i(703-713=11)/0 	11	684	0	684	o(1-684=684)	i(703-713=11)	684	684	0	11	0	11	684	684	0	0	0	0
IPI00131881	ADAM 10	749	o675-697i	NFT(552) NTT(279) 	o(1-675=675)/2 i(697-749=53)/0 	53	675	0	675	o(1-675=675)	i(697-749=53)	675	675	0	53	0	53	675	675	0	0	0	0
IPI00126232	Splice Isoform 1 of Meprin A beta-subunit	704	o658-680i	NTS(316) NGT(548) NGT(219) 	o(1-658=658)/3 i(680-704=25)/0 	25	658	0	658	o(1-658=658)	i(680-704=25)	658	658	0	25	0	25	658	658	0	0	0	0
IPI00357770	PREDICTED: v-erb-a erythroblastic leukemia viral oncogene homolog 	1308	o653-675i780-799o	NET(754) 	o(1-653=653)/0 i(675-780=106)/1 o(799-1308=6)/0 	106	329.5	106	0	o(1-653=653)	o(799-1308=6)	653	653	0	6	6	0	0	0	0	0	0	0
IPI00122411	EGF-like module containing mucin-like hormone receptor-like 1	931	o649-671i684-701o716-738i755-777o797-819i840-860o870-892i	NES(498) 	o(1-649=649)/1 i(671-684=14)/0 o(701-716=16)/0 i(738-755=18)/0 o(777-797=21)/0 i(819-840=22)/0 o(860-870=11)/0 i(892-931=40)/0 	23.5	174.25	0	649	o(1-649=649)	i(892-931=40)	649	649	0	40	0	40	649	649	0	0	0	0
IPI00121190	Epidermal growth factor receptor	1210	o648-670i775-797o	NIT(568) NMS(175) 	o(1-648=648)/2 i(670-775=106)/0 o(797-1210=8)/0 	106	328	0	648	o(1-648=648)	o(797-1210=8)	648	648	0	8	8	0	648	648	0	0	0	0
IPI00310059	Polymeric-immunoglobulin receptor	771	o646-668i	NQS(170) 	o(1-646=646)/1 i(668-771=104)/0 	104	646	0	646	o(1-646=646)	i(668-771=104)	646	646	0	104	0	104	646	646	0	0	0	0
IPI00314132	Splice Isoform 1 of Mucin and cadherin-like protein	831	o640-662i	NTT(143) NSS(408) 	o(1-640=640)/2 i(662-831=170)/0 	170	640	0	640	o(1-640=640)	i(662-831=170)	640	640	0	170	0	170	640	640	0	0	0	0
IPI00343568	CD180 antigen	661	o628-650i	NLS(394) NLS(402) NLT(78) 	o(1-628=628)/3 i(650-661=12)/0 	12	628	0	628	o(1-628=628)	i(650-661=12)	628	628	0	12	0	12	628	628	0	0	0	0
IPI00115793	Desmoglein-2	1122	o618-640i	NGT(467) 	o(1-618=618)/1 i(640-1122=483)/0 	483	618	0	618	o(1-618=618)	i(640-1122=483)	618	618	0	483	0	483	618	618	0	0	0	0
IPI00406901	"16 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A130026C24 product:platelet/endothelial cell adhesion molecule, full insert sequence	732	o592-614i	NGT(424) NFS(360) NVT(74) 	o(1-592=592)/3 i(614-732=119)/0 	119	592	0	592	o(1-592=592)	i(614-732=119)	592	592	0	119	0	119	592	592	0	0	0	0
IPI00470960	"Glutamate receptor, metabotropic 4	832	o590-612i625-644o654-671i698-720o751-773i786-808o	NIT(98) 	o(1-590=590)/1 i(612-625=14)/0 o(644-654=11)/0 i(671-698=28)/0 o(720-751=32)/0 i(773-786=14)/0 o(808-832=20)/0 	18.6667	163.25	0	590	o(1-590=590)	o(808-832=20)	590	590	0	20	20	0	590	590	0	0	0	0
IPI00321348	"ImmunoglobulIn superfamIly, member 8	611	o578-600i	NYS(137) NVS(325) 	o(1-578=578)/2 i(600-611=12)/0 	12	578	0	578	o(1-578=578)	i(600-611=12)	578	578	0	12	0	12	578	578	0	0	0	0
IPI00123966	Potassium voltage-gated channel subfamily E member 	103	o57-79i	NQT(41) 	o(1-57=57)/1 i(79-103=25)/0 	25	57	0	57	o(1-57=57)	i(79-103=25)	57	57	0	25	0	25	0	0	0	0	0	0
IPI00381059	Leucine rich repeat containing 4	709	o573-595i	NGT(402) 	o(1-573=573)/1 i(595-709=115)/0 	115	573	0	573	o(1-573=573)	i(595-709=115)	573	573	0	115	0	115	573	573	0	0	0	0
IPI00108764	C-X-C chemokine receptor type 	374	o56-78i91-113o128-147i168-190o222-244i264-286o301-323i	NDS(198) 	o(1-56=56)/0 i(78-91=14)/0 o(113-128=16)/0 i(147-168=22)/0 o(190-222=33)/1 i(244-264=21)/0 o(286-301=16)/0 i(323-374=52)/0 	27.25	30.25	0	33	o(1-56=56)	i(323-374=52)	56	56	0	52	0	52	0	0	0	0	0	0
IPI00461132	Leucocyte common antige	1291	o565-586i828-850o	NIS(311) NNT(322) NYT(347) 	o(1-565=565)/3 i(586-828=243)/0 o(850-1291=14)/0 	243	289.5	0	565	o(1-565=565)	o(850-1291=14)	565	565	0	14	14	0	565	565	0	0	0	0
IPI00469123	Melanoma cell adhesion molecul	648	o562-584i	NFS(58) 	o(1-562=562)/1 i(584-648=65)/0 	65	562	0	562	o(1-562=562)	i(584-648=65)	562	562	0	65	0	65	562	562	0	0	0	0
IPI00118385	Splice Isoform 1 of Glutamate [NMDA] receptor subunit zeta 1	938	o561-580i635-657o815-837i	NYS(350) NGT(368) NDT(440) 	o(1-561=561)/3 i(580-635=56)/0 o(657-815=159)/0 i(837-938=102)/0 	79	360	0	561	o(1-561=561)	i(837-938=102)	561	561	0	102	0	102	561	561	0	0	0	0
IPI00125851	Chloride channel protein 	746	o55-77i133-155o160-182i189-208o212-229i242-264o314-336i355-372o425-447i454-471o491-513i520-542o	NTS(408) 	o(1-55=55)/0 i(77-133=57)/0 o(155-160=6)/0 i(182-189=8)/0 o(208-212=5)/0 i(229-242=14)/0 o(264-314=51)/0 i(336-355=20)/0 o(372-425=54)/1 i(447-454=8)/0 o(471-491=21)/0 i(513-520=8)/0 o(542-746=47)/0 	19.1667	34.1429	0	54	o(1-55=55)	o(542-746=47)	55	55	0	47	47	0	0	0	0	0	0	0
IPI00134200	"Adult male testis cDNA, RIKEN full-length enriched library, clone:4930471K13 product:hypothetical RNI-like structure containing protein, full insert sequence	614	o554-576i	NLT(138) NST(536) 	o(1-554=554)/2 i(576-614=39)/0 	39	554	0	554	o(1-554=554)	i(576-614=39)	554	554	0	39	0	39	554	554	0	0	0	0
IPI00122257	5'-nucleotidase	576	o553-575i	NYS(335) 	o(1-553=553)/1 i(575-576=2)/0 	2	553	0	553	o(1-553=553)	i(575-576=2)	553	553	0	2	0	2	553	553	0	0	0	0
IPI00131472	Splice Isoform Flip of Glutamate receptor 3	888	o545-567i630-652o820-842i	NIT(260) 	o(1-545=545)/1 i(567-630=64)/0 o(652-820=169)/0 i(842-888=47)/0 	55.5	357	0	545	o(1-545=545)	i(842-888=47)	545	545	0	47	0	47	545	545	0	0	0	0
IPI00279010	Lu protei	650	o541-563i	NQS(323) NSS(370) NCS(377) 	o(1-541=541)/3 i(563-650=88)/0 	88	541	0	541	o(1-541=541)	i(563-650=88)	541	541	0	88	0	88	541	541	0	0	0	0
IPI00131526	Splice Isoform 1 of CD209 antigen-like protein 	325	o53-75i	NES(141) NES(112) 	o(1-53=53)/0 i(75-325=251)/2 	251	53	251	0	o(1-53=53)	i(75-325=251)	53	53	0	251	0	251	0	0	0	251	0	251
IPI00330539	Splice Isoform 1 of Kin of IRRE-like protein 1	789	o529-551i	NLT(172) 	o(1-529=529)/1 i(551-789=239)/0 	239	529	0	529	o(1-529=529)	i(551-789=239)	529	529	0	239	0	239	529	529	0	0	0	0
IPI00121378	CD166 antigen	583	o528-550i	NYT(95) NIT(167) NIT(265) NVS(499) NVT(480) 	o(1-528=528)/5 i(550-583=34)/0 	34	528	0	528	o(1-528=528)	i(550-583=34)	528	528	0	34	0	34	528	528	0	0	0	0
IPI00229083	"Adult male urinary bladder cDNA, RIKEN full-length enriched library, clone:9530002K18 product:hypothetical Kazal-type serine protease inhibitor domain containing protein, full insert sequence	90	o5-27i	NCT(38) 	o(1-5=5)/0 i(27-90=64)/1 	64	5	64	0	o(1-5=5)	i(27-90=64)	5	5	0	64	0	64	0	0	0	64	0	64
IPI00131641	LOC237403 protei	589	o526-548i	NET(509) 	o(1-526=526)/1 i(548-589=42)/0 	42	526	0	526	o(1-526=526)	i(548-589=42)	526	526	0	42	0	42	526	526	0	0	0	0
IPI00475157	Serpina1b protei	413	o5-24i66-88o	NAS(265) 	o(1-5=5)/0 i(24-66=43)/0 o(88-413=2)/1 	43	3.5	0	2	o(1-5=5)	o(88-413=2)	5	5	0	2	2	0	0	0	0	0	0	0
IPI00131622	Prion-like protein doppel	179	o5-24i156-178o	NAT(111) 	o(1-5=5)/0 i(24-156=133)/1 o(178-179=22)/0 	133	13.5	133	0	o(1-5=5)	o(178-179=22)	5	5	0	22	22	0	0	0	0	0	0	0
IPI00112105	Cystatin-related epididymal spermatogenic protein	142	o5-22i	NNT(100) 	o(1-5=5)/0 i(22-142=121)/1 	121	5	121	0	o(1-5=5)	i(22-142=121)	5	5	0	121	0	121	0	0	0	121	0	121
IPI00126092	Splice Isoform 2 of Leukocyte common antigen	1248	o522-543i785-807o	NVT(446) NVT(384) 	o(1-522=522)/2 i(543-785=243)/0 o(807-1248=21)/0 	243	271.5	0	522	o(1-522=522)	o(807-1248=21)	522	522	0	21	21	0	522	522	0	0	0	0
IPI00129423	Thrombomodulin	577	o519-541i	NHT(113) 	o(1-519=519)/1 i(541-577=37)/0 	37	519	0	519	o(1-519=519)	i(541-577=37)	519	519	0	37	0	37	519	519	0	0	0	0
IPI00387418	"Activated spleen cDNA, RIKEN full-length enriched library, clone:F830033I22 product:glycoprotein 5 (platelet), full insert sequence	567	o519-541i	NLT(181) NGT(298) NLT(51) 	o(1-519=519)/3 i(541-567=27)/0 	27	519	0	519	o(1-519=519)	i(541-567=27)	519	519	0	27	0	27	519	519	0	0	0	0
IPI00395031	"Adult pancreas islet cells cDNA, RIKEN full-length enriched library, clone:C820003N21 product:similar to DJ5O6.2	425	o51-73i93-115o130-152i192-209o224-246i258-280o305-327i	NGS(43) 	o(1-51=51)/1 i(73-93=21)/0 o(115-130=16)/0 i(152-192=41)/0 o(209-224=16)/0 i(246-258=13)/0 o(280-305=26)/0 i(327-425=99)/0 	43.5	27.25	0	51	o(1-51=51)	i(327-425=99)	51	51	0	99	0	99	0	0	0	0	0	0
IPI00276515	Splice Isoform L-MAG of Myelin-associated glycoprotein	627	o511-533i	NVT(450) NET(454) 	o(1-511=511)/2 i(533-627=95)/0 	95	511	0	511	o(1-511=511)	i(533-627=95)	511	511	0	95	0	95	511	511	0	0	0	0
IPI00112322	"Adult male colon cDNA, RIKEN full-length enriched library, clone:9030614P22 product:UDP-glucuronosyltransferase 2 family, member 5, full insert sequence	541	o506-528i	NMT(327) 	o(1-506=506)/1 i(528-541=14)/0 	14	506	0	506	o(1-506=506)	i(528-541=14)	506	506	0	14	0	14	506	506	0	0	0	0
IPI00311808	Transmembrane glycoprotein NMB	574	o500-522i	NDS(275) NLS(249) 	o(1-500=500)/2 i(522-574=53)/0 	53	500	0	500	o(1-500=500)	i(522-574=53)	500	500	0	53	0	53	500	500	0	0	0	0
IPI00463764	"6 days neonate spleen cDNA, RIKEN full-length enriched library, clone:F430112M20 product:Hypothetical protein (Hypothetical UDP- glucoronosyl and UDP-glucosyl transferase containing protein), full insert sequence	523	o488-510i	NVT(52) 	o(1-488=488)/1 i(510-523=14)/0 	14	488	0	488	o(1-488=488)	i(510-523=14)	488	488	0	14	0	14	488	488	0	0	0	0
IPI00122973	Splice Isoform 1 of Intercellular adhesion molecule 1	537	o486-508i	NCS(47) NVS(204) 	o(1-486=486)/2 i(508-537=30)/0 	30	486	0	486	o(1-486=486)	i(508-537=30)	486	486	0	30	0	30	0	0	0	0	0	0
IPI00318395	Potassium voltage-gated channel subfamily E member 	123	o47-69i	NTT(29) 	o(1-47=47)/1 i(69-123=55)/0 	55	47	0	47	o(1-47=47)	i(69-123=55)	47	47	0	55	0	55	0	0	0	0	0	0
IPI00338202	"2 days neonate thymus thymic cells cDNA, RIKEN full-length enriched library, clone:E430024D23 product:putative homeodomain transcription factor, full insert sequence	708	o470-492i557-579o594-611i	NIT(679) 	o(1-470=470)/0 i(492-557=66)/0 o(579-594=16)/0 i(611-708=98)/1 	82	243	98	0	o(1-470=470)	i(611-708=98)	470	470	0	98	0	98	0	0	0	98	0	98
IPI00129646	T-lymphocyte surface antigen Ly-9	654	o455-474i	NLT(120) 	o(1-455=455)/1 i(474-654=181)/0 	181	455	0	455	o(1-455=455)	i(474-654=181)	455	455	0	181	0	181	455	455	0	0	0	0
IPI00120882	Natural killer cell surface protein P1-3	223	o44-66i	NGS(186) 	o(1-44=44)/0 i(66-223=158)/1 	158	44	158	0	o(1-44=44)	i(66-223=158)	44	44	0	158	0	158	0	0	0	158	0	158
IPI00312509	Tyrosine-protein kinase receptor UFO	888	o444-466i	NIT(37) 	o(1-444=444)/1 i(466-888=423)/0 	423	444	0	444	o(1-444=444)	i(466-888=423)	444	444	0	423	0	423	0	0	0	0	0	0
IPI00119063	AM2 recepto	4545	o4423-4445i	NNT(3663) NIS(3954) NRT(1559) NIS(1724) NHT(1734) NDT(2473) NGT(4076) NYT(3049) NCT(4365) NAT(2128) NST(447) NGS(3090) NGT(730) NAS(3789) 	o(1-4423=4423)/14 i(4445-4545=101)/0 	101	4423	0	4423	o(1-4423=4423)	i(4445-4545=101)	4423	4423	0	101	0	101	4423	4423	0	0	0	0
IPI00123957	Cd97 protei	724	o441-463i470-489o511-533i545-562o582-604i625-647o657-679i	NYT(205) NGS(301) 	o(1-441=441)/2 i(463-470=8)/0 o(489-511=23)/0 i(533-545=13)/0 o(562-582=21)/0 i(604-625=22)/0 o(647-657=11)/0 i(679-724=46)/0 	22.25	124	0	441	o(1-441=441)	i(679-724=46)	441	441	0	46	0	46	441	441	0	0	0	0
IPI00126146	Splice Isoform 2 of Tyrosine-protein kinase receptor TYRO3	894	o433-455i	NVT(195) 	o(1-433=433)/1 i(455-894=440)/0 	440	433	0	433	o(1-433=433)	i(455-894=440)	433	433	0	440	0	440	433	433	0	0	0	0
IPI00111163	Ectonucleotide pyrophosphatase/phosphodiesterase 5	477	o430-452i	NLT(292) 	o(1-430=430)/1 i(452-477=26)/0 	26	430	0	430	o(1-430=430)	i(452-477=26)	430	430	0	26	0	26	430	430	0	0	0	0
IPI00113001	Putative taste receptor type 2 member 4	293	o4-26i47-69o79-101i128-150o182-204i232-249o259-281i	NRT(38) 	o(1-4=4)/0 i(26-47=22)/1 o(69-79=11)/0 i(101-128=28)/0 o(150-182=33)/0 i(204-232=29)/0 o(249-259=11)/0 i(281-293=13)/0 	23	14.75	22	0	o(1-4=4)	i(281-293=13)	4	4	0	13	0	13	0	0	0	0	0	0
IPI00129923	Protein FAM3D	223	o4-26i	NGS(106) 	o(1-4=4)/0 i(26-223=198)/1 	198	4	198	0	o(1-4=4)	i(26-223=198)	4	4	0	198	0	198	0	0	0	198	0	198
IPI00108535	Splice Isoform Long of Carcinoembryonic antigen-related cell adhesion molecule 1	521	o426-448i	NGS(104) NIT(317) NTT(333) 	o(1-426=426)/3 i(448-521=74)/0 	74	426	0	426	o(1-426=426)	i(448-521=74)	426	426	0	74	0	74	426	426	0	0	0	0
IPI00454159	Splice Isoform 1 of Chondroitin sulfate proteoglycan 5	566	o421-443i	NGT(355) 	o(1-421=421)/1 i(443-566=124)/0 	124	421	0	421	o(1-421=421)	i(443-566=124)	421	421	0	124	0	124	421	421	0	0	0	0
