IPI Accession	Length	TMHMM Topography	Length of the Transmembrane Loop(s)	FirstDomain	LastDomain	FirstDomain.Length	LastDomain.Length	Avg Domain.Out	Avg Domain.In
IPI00403763	809	o99-121i149-171o401-423i444-466o759-781i	o(1-99=99) i(121-149=29) o(171-401=231) i(423-444=22) o(466-759=294) i(781-809=29)	o(1-99=99)	i(781-809=29)	99	29	208	26
IPI00971271	809	o99-121i149-171o401-423i444-466o759-781i	o(1-99=99) i(121-149=29) o(171-401=231) i(423-444=22) o(466-759=294) i(781-809=29)	o(1-99=99)	i(781-809=29)	99	29	208	26
IPI00113145	139	o99-121i	o(1-99=99) i(121-139=19)	o(1-99=99)	i(121-139=19)	99	19	99	19
IPI00462518	136	o99-121i	o(1-99=99) i(121-136=16)	o(1-99=99)	i(121-136=16)	99	16	99	16
IPI00224704	191	o99-116i	o(1-99=99) i(116-191=76)	o(1-99=99)	i(116-191=76)	99	76	99	76
IPI00985800	191	o99-116i	o(1-99=99) i(116-191=76)	o(1-99=99)	i(116-191=76)	99	76	99	76
IPI00120245	1044	o990-1012i	o(1-990=990) i(1012-1044=33)	o(1-990=990)	i(1012-1044=33)	990	33	990	33
IPI00315155	1033	o990-1012i	o(1-990=990) i(1012-1033=22)	o(1-990=990)	i(1012-1033=22)	990	22	990	22
IPI00623897	1940	o987-1009i1288-1310o	o(1-987=987) i(1009-1288=280) o(1310-1940=22)	o(1-987=987)	o(1310-1940=631)	987	631	809	280
IPI00469426	1350	o987-1009i	o(1-987=987) i(1009-1350=342)	o(1-987=987)	i(1009-1350=342)	987	342	987	342
IPI00886180	1129	o986-1008i	o(1-986=986) i(1008-1129=122)	o(1-986=986)	i(1008-1129=122)	986	122	986	122
IPI00121334	1039	o985-1007i	o(1-985=985) i(1007-1039=33)	o(1-985=985)	i(1007-1039=33)	985	33	985	33
IPI01007821	1038	o984-1006i	o(1-984=984) i(1006-1038=33)	o(1-984=984)	i(1006-1038=33)	984	33	984	33
IPI00653739	307	o98-120i133-155o192-214i227-249o	o(1-98=98) i(120-133=14) o(155-192=38) i(214-227=14) o(249-307=29)	o(1-98=98)	o(249-307=59)	98	59	65	14
IPI00465769	1115	o98-120i133-155o165-187i192-214o229-248i255-275o396-418i439-461o481-503i535-554o558-577i598-620o	o(1-98=98) i(120-133=14) o(155-165=11) i(187-192=6) o(214-229=16) i(248-255=8) o(275-396=122) i(418-439=22) o(461-481=21) i(503-535=33) o(554-558=5) i(577-598=22) o(620-1115=0)	o(1-98=98)	o(620-1115=496)	98	496	109	17
IPI00135394	455	o98-120i132-154o169-191i212-231o265-287i318-340o350-372i	o(1-98=98) i(120-132=13) o(154-169=16) i(191-212=22) o(231-265=35) i(287-318=32) o(340-350=11) i(372-455=84)	o(1-98=98)	i(372-455=84)	98	84	40	37
IPI00137996	159	o98-120i	o(1-98=98) i(120-159=40)	o(1-98=98)	i(120-159=40)	98	40	98	40
IPI00406836	134	o98-120i	o(1-98=98) i(120-134=15)	o(1-98=98)	i(120-134=15)	98	15	98	15
IPI00648374	245	o98-117i122-144o159-178i185-204o214-236i	o(1-98=98) i(117-122=6) o(144-159=16) i(178-185=8) o(204-214=11) i(236-245=10)	o(1-98=98)	i(236-245=10)	98	10	41	8
IPI00654316	122	o98-115i	o(1-98=98) i(115-122=8)	o(1-98=98)	i(115-122=8)	98	8	98	8
IPI00421244	1032	o978-1000i	o(1-978=978) i(1000-1032=33)	o(1-978=978)	i(1000-1032=33)	978	33	978	33
IPI00890232	1093	o977-999i	o(1-977=977) i(999-1093=95)	o(1-977=977)	i(999-1093=95)	977	95	977	95
IPI00459266	1072	o976-998i	o(1-976=976) i(998-1072=75)	o(1-976=976)	i(998-1072=75)	976	75	976	75
IPI01007626	1021	o976-998i	o(1-976=976) i(998-1021=24)	o(1-976=976)	i(998-1021=24)	976	24	976	24
IPI00271927	1032	o975-997i	o(1-975=975) i(997-1032=36)	o(1-975=975)	i(997-1032=36)	975	36	975	36
IPI00403334	1022	o972-994i	o(1-972=972) i(994-1022=29)	o(1-972=972)	i(994-1022=29)	972	29	972	29
IPI00816983	1078	o972-994i	o(1-972=972) i(994-1078=85)	o(1-972=972)	i(994-1078=85)	972	85	972	85
IPI00848773	1033	o971-993i	o(1-971=971) i(993-1033=41)	o(1-971=971)	i(993-1033=41)	971	41	971	41
IPI00875846	1074	o971-993i	o(1-971=971) i(993-1074=82)	o(1-971=971)	i(993-1074=82)	971	82	971	82
IPI01016093	1033	o971-993i	o(1-971=971) i(993-1033=41)	o(1-971=971)	i(993-1033=41)	971	41	971	41
IPI00222354	512	o97-119i181-203o218-240i256-278o283-305i314-336o346-365i410-427o437-459i480-502o	o(1-97=97) i(119-181=63) o(203-218=16) i(240-256=17) o(278-283=6) i(305-314=10) o(336-346=11) i(365-410=46) o(427-437=11) i(459-480=22) o(502-512=22)	o(1-97=97)	o(502-512=11)	97	11	25	31
IPI00225739	172	o97-119i140-162o	o(1-97=97) i(119-140=22) o(162-172=17)	o(1-97=97)	o(162-172=11)	97	11	54	22
IPI00857763	186	o97-119i	o(1-97=97) i(119-186=68)	o(1-97=97)	i(119-186=68)	97	68	97	68
IPI00654173	123	o97-116i	o(1-97=97) i(116-123=8)	o(1-97=97)	i(116-123=8)	97	8	97	8
IPI00761439	117	o97-114i	o(1-97=97) i(114-117=4)	o(1-97=97)	i(114-117=4)	97	4	97	4
IPI01016197	171	o97-114i	o(1-97=97) i(114-171=58)	o(1-97=97)	i(114-171=58)	97	58	97	58
IPI00756501	1029	o967-989i	o(1-967=967) i(989-1029=41)	o(1-967=967)	i(989-1029=41)	967	41	967	41
IPI00124582	1081	o965-987i	o(1-965=965) i(987-1081=95)	o(1-965=965)	i(987-1081=95)	965	95	965	95
IPI00648237	1022	o963-985i	o(1-963=963) i(985-1022=38)	o(1-963=963)	i(985-1022=38)	963	38	963	38
IPI00895329	1240	o962-984i991-1013o1017-1039i1052-1074o	o(1-962=962) i(984-991=8) o(1013-1017=5) i(1039-1052=14) o(1074-1240=10)	o(1-962=962)	o(1074-1240=167)	962	167	378	11
IPI00136594	1250	o962-984i	o(1-962=962) i(984-1250=267)	o(1-962=962)	i(984-1250=267)	962	267	962	267
IPI00311127	1378	o961-983i	o(1-961=961) i(983-1378=396)	o(1-961=961)	i(983-1378=396)	961	396	961	396
IPI00315758	568	o96-118i180-199o209-228i296-318o360-382i412-429o444-466i473-495o505-527i	o(1-96=96) i(118-180=63) o(199-209=11) i(228-296=69) o(318-360=43) i(382-412=31) o(429-444=16) i(466-473=8) o(495-505=11) i(527-568=42)	o(1-96=96)	i(527-568=42)	96	42	35	42
IPI00379015	561	o96-118i180-199o209-228i296-318o360-382i412-429o444-466i473-495o505-527i	o(1-96=96) i(118-180=63) o(199-209=11) i(228-296=69) o(318-360=43) i(382-412=31) o(429-444=16) i(466-473=8) o(495-505=11) i(527-561=35)	o(1-96=96)	i(527-561=35)	96	35	35	41
IPI00229605	461	o96-118i139-158o185-202i209-231o241-263i276-298o352-374i	o(1-96=96) i(118-139=22) o(158-185=28) i(202-209=8) o(231-241=11) i(263-276=14) o(298-352=55) i(374-461=88)	o(1-96=96)	i(374-461=88)	96	88	47	33
IPI00856754	123	o96-118i	o(1-96=96) i(118-123=6)	o(1-96=96)	i(118-123=6)	96	6	96	6
IPI00856891	141	o96-118i	o(1-96=96) i(118-141=24)	o(1-96=96)	i(118-141=24)	96	24	96	24
IPI00880942	240	o96-118i	o(1-96=96) i(118-240=123)	o(1-96=96)	i(118-240=123)	96	123	96	123
IPI00919229	170	o96-118i	o(1-96=96) i(118-170=53)	o(1-96=96)	i(118-170=53)	96	53	96	53
IPI00752080	1008	o954-976i	o(1-954=954) i(976-1008=33)	o(1-954=954)	i(976-1008=33)	954	33	954	33
IPI00406204	1286	o954-973i993-1015o1035-1057i1069-1091o1111-1133i1154-1176o1186-1208i	o(1-954=954) i(973-993=21) o(1015-1035=21) i(1057-1069=13) o(1091-1111=21) i(1133-1154=22) o(1176-1186=11) i(1208-1286=79)	o(1-954=954)	i(1208-1286=79)	954	79	251	33
IPI00403813	257	o95-117i	o(1-95=95) i(117-257=141)	o(1-95=95)	i(117-257=141)	95	141	95	141
IPI00458324	238	o95-117i	o(1-95=95) i(117-238=122)	o(1-95=95)	i(117-238=122)	95	122	95	122
IPI00674255	1574	o950-972i1092-1114o	o(1-950=950) i(972-1092=121) o(1114-1574=13)	o(1-950=950)	o(1114-1574=461)	950	461	705	121
IPI00406450	1082	o949-971i	o(1-949=949) i(971-1082=112)	o(1-949=949)	i(971-1082=112)	949	112	949	112
IPI00411157	1580	o948-970i983-1000o1015-1037i1050-1069o1089-1111i1143-1165o1170-1192i	o(1-948=948) i(970-983=14) o(1000-1015=16) i(1037-1050=14) o(1069-1089=21) i(1111-1143=33) o(1165-1170=6) i(1192-1580=389)	o(1-948=948)	i(1192-1580=389)	948	389	247	112
IPI00619988	1550	o948-970i983-1000o1015-1037i1050-1069o1089-1111i1143-1165o1170-1192i	o(1-948=948) i(970-983=14) o(1000-1015=16) i(1037-1050=14) o(1069-1089=21) i(1111-1143=33) o(1165-1170=6) i(1192-1550=359)	o(1-948=948)	i(1192-1550=359)	948	359	247	105
IPI00880421	1308	o948-970i983-1000o1015-1037i1050-1069o1089-1111i1143-1165o1170-1192i	o(1-948=948) i(970-983=14) o(1000-1015=16) i(1037-1050=14) o(1069-1089=21) i(1111-1143=33) o(1165-1170=6) i(1192-1308=117)	o(1-948=948)	i(1192-1308=117)	948	117	247	44
IPI00881714	1351	o948-970i983-1000o1015-1037i1050-1069o1089-1111i1143-1165o1170-1192i	o(1-948=948) i(970-983=14) o(1000-1015=16) i(1037-1050=14) o(1069-1089=21) i(1111-1143=33) o(1165-1170=6) i(1192-1351=160)	o(1-948=948)	i(1192-1351=160)	948	160	247	55
IPI00411158	1342	o948-970i983-1000o1015-1037i1050-1069o1089-1111i1131-1153o1163-1185i	o(1-948=948) i(970-983=14) o(1000-1015=16) i(1037-1050=14) o(1069-1089=21) i(1111-1131=21) o(1153-1163=11) i(1185-1342=158)	o(1-948=948)	i(1185-1342=158)	948	158	249	51
IPI00816961	1528	o948-970i983-1000o1015-1037i1050-1069o1089-1111i1131-1153o1163-1185i	o(1-948=948) i(970-983=14) o(1000-1015=16) i(1037-1050=14) o(1069-1089=21) i(1111-1131=21) o(1153-1163=11) i(1185-1528=344)	o(1-948=948)	i(1185-1528=344)	948	344	249	98
IPI00816975	1299	o948-970i983-1000o1015-1037i1050-1069o1089-1111i1131-1153o1163-1185i	o(1-948=948) i(970-983=14) o(1000-1015=16) i(1037-1050=14) o(1069-1089=21) i(1111-1131=21) o(1153-1163=11) i(1185-1299=115)	o(1-948=948)	i(1185-1299=115)	948	115	249	41
IPI00880426	1534	o948-970i983-1000o1015-1037i1050-1069o1089-1111i1131-1153o1163-1185i	o(1-948=948) i(970-983=14) o(1000-1015=16) i(1037-1050=14) o(1069-1089=21) i(1111-1131=21) o(1153-1163=11) i(1185-1534=350)	o(1-948=948)	i(1185-1534=350)	948	350	249	99
IPI00881222	1571	o948-970i983-1000o1015-1037i1050-1069o1089-1111i1131-1153o1163-1185i	o(1-948=948) i(970-983=14) o(1000-1015=16) i(1037-1050=14) o(1069-1089=21) i(1111-1131=21) o(1153-1163=11) i(1185-1571=387)	o(1-948=948)	i(1185-1571=387)	948	387	249	109
IPI00222414	1191	o943-965i	o(1-943=943) i(965-1191=227)	o(1-943=943)	i(965-1191=227)	943	227	943	227
IPI00944196	804	o94-116i144-166o396-418i439-461o754-776i	o(1-94=94) i(116-144=29) o(166-396=231) i(418-439=22) o(461-754=294) i(776-804=29)	o(1-94=94)	i(776-804=29)	94	29	206	26
IPI00225405	797	o94-116i129-148o158-180i193-215o225-247i268-290o305-327i385-407o422-444i451-473o	o(1-94=94) i(116-129=14) o(148-158=11) i(180-193=14) o(215-225=11) i(247-268=22) o(290-305=16) i(327-385=59) o(407-422=16) i(444-451=8) o(473-797=22)	o(1-94=94)	o(473-797=325)	94	325	78	23
IPI00857693	150	o94-116i123-145o	o(1-94=94) i(116-123=8) o(145-150=14)	o(1-94=94)	o(145-150=6)	94	6	50	8
IPI00404871	131	o94-116i	o(1-94=94) i(116-131=16)	o(1-94=94)	i(116-131=16)	94	16	94	16
IPI00473448	131	o94-116i	o(1-94=94) i(116-131=16)	o(1-94=94)	i(116-131=16)	94	16	94	16
IPI00124453	1037	o940-962i	o(1-940=940) i(962-1037=76)	o(1-940=940)	i(962-1037=76)	940	76	940	76
IPI00120225	1373	o937-959i	o(1-937=937) i(959-1373=415)	o(1-937=937)	i(959-1373=415)	937	415	937	415
IPI01008146	1369	o937-959i	o(1-937=937) i(959-1369=411)	o(1-937=937)	i(959-1369=411)	937	411	937	411
IPI00387460	290	o93-115i150-172o240-262i	o(1-93=93) i(115-150=36) o(172-240=69) i(262-290=29)	o(1-93=93)	i(262-290=29)	93	29	81	32
IPI00128833	562	o93-115i127-149o164-186i207-229o249-271i343-365o380-399i	o(1-93=93) i(115-127=13) o(149-164=16) i(186-207=22) o(229-249=21) i(271-343=73) o(365-380=16) i(399-562=164)	o(1-93=93)	i(399-562=164)	93	164	36	68
IPI00874400	562	o93-115i127-149o164-186i207-229o249-271i343-365o380-399i	o(1-93=93) i(115-127=13) o(149-164=16) i(186-207=22) o(229-249=21) i(271-343=73) o(365-380=16) i(399-562=164)	o(1-93=93)	i(399-562=164)	93	164	36	68
IPI01007638	560	o93-115i127-149o164-186i207-229o249-271i343-365o380-399i	o(1-93=93) i(115-127=13) o(149-164=16) i(186-207=22) o(229-249=21) i(271-343=73) o(365-380=16) i(399-560=162)	o(1-93=93)	i(399-560=162)	93	162	36	67
IPI00895403	2321	o93-115i122-144o181-203i259-278o293-315i442-464o474-496i569-591o644-666i1145-1167o1187-1209i1216-1235o1281-1303i1394-1416o1476-1498i1505-1527o1595-1614i1692-1714o	o(1-93=93) i(115-122=8) o(144-181=38) i(203-259=57) o(278-293=16) i(315-442=128) o(464-474=11) i(496-569=74) o(591-644=54) i(666-1145=480) o(1167-1187=21) i(1209-1216=8) o(1235-1281=47) i(1303-1394=92) o(1416-1476=61) i(1498-1505=8) o(1527-1595=69) i(1614-1692=79) o(1714-2321=0)	o(1-93=93)	o(1714-2321=608)	93	608	101	103
IPI00379099	701	o93-115i122-144o159-176i183-202o245-267i274-296o359-381i459-478o482-504i517-539o549-571i592-614o641-663i	o(1-93=93) i(115-122=8) o(144-159=16) i(176-183=8) o(202-245=44) i(267-274=8) o(296-359=64) i(381-459=79) o(478-482=5) i(504-517=14) o(539-549=11) i(571-592=22) o(614-641=28) i(663-701=39)	o(1-93=93)	i(663-701=39)	93	39	37	25
IPI00128242	153	o93-115i	o(1-93=93) i(115-153=39)	o(1-93=93)	i(115-153=39)	93	39	93	39
IPI00467401	124	o93-115i	o(1-93=93) i(115-124=10)	o(1-93=93)	i(115-124=10)	93	10	93	10
IPI00651824	195	o93-115i	o(1-93=93) i(115-195=81)	o(1-93=93)	i(115-195=81)	93	81	93	81
IPI00762588	195	o93-115i	o(1-93=93) i(115-195=81)	o(1-93=93)	i(115-195=81)	93	81	93	81
IPI00968881	124	o93-115i	o(1-93=93) i(115-124=10)	o(1-93=93)	i(115-124=10)	93	10	93	10
IPI00988080	124	o93-115i	o(1-93=93) i(115-124=10)	o(1-93=93)	i(115-124=10)	93	10	93	10
IPI01027355	153	o93-115i	o(1-93=93) i(115-153=39)	o(1-93=93)	i(115-153=39)	93	39	93	39
IPI00623397	1549	o930-952i961-983o998-1020i1032-1051o1071-1093i1136-1158o	o(1-930=930) i(952-961=10) o(983-998=16) i(1020-1032=13) o(1051-1071=21) i(1093-1136=44) o(1158-1549=79)	o(1-930=930)	o(1158-1549=392)	930	392	339	22
IPI00319528	1561	o930-952i961-983o998-1020i1032-1051o1071-1093i1114-1136o1146-1168i1175-1197o	o(1-930=930) i(952-961=10) o(983-998=16) i(1020-1032=13) o(1051-1071=21) i(1093-1114=22) o(1136-1146=11) i(1168-1175=8) o(1197-1561=14)	o(1-930=930)	o(1197-1561=365)	930	365	268	13
IPI01016242	1577	o930-952i961-983o998-1020i1032-1051o1071-1093i1114-1136o1146-1168i1175-1197o	o(1-930=930) i(952-961=10) o(983-998=16) i(1020-1032=13) o(1051-1071=21) i(1093-1114=22) o(1136-1146=11) i(1168-1175=8) o(1197-1577=14)	o(1-930=930)	o(1197-1577=381)	930	381	271	13
IPI00987437	1544	o930-952i961-983o998-1020i1032-1051o1071-1093i1114-1136o	o(1-930=930) i(952-961=10) o(983-998=16) i(1020-1032=13) o(1051-1071=21) i(1093-1114=22) o(1136-1544=8)	o(1-930=930)	o(1136-1544=409)	930	409	344	15
IPI00130420	1379	o930-952i	o(1-930=930) i(952-1379=428)	o(1-930=930)	i(952-1379=428)	930	428	930	428
IPI01027767	1379	o930-952i	o(1-930=930) i(952-1379=428)	o(1-930=930)	i(952-1379=428)	930	428	930	428
IPI00895291	1548	o929-951i960-982o997-1019i1031-1050o1070-1092i1135-1157o	o(1-929=929) i(951-960=10) o(982-997=16) i(1019-1031=13) o(1050-1070=21) i(1092-1135=44) o(1157-1548=8)	o(1-929=929)	o(1157-1548=392)	929	392	339	22
IPI00853890	1560	o929-951i960-982o997-1019i1031-1050o1070-1092i1113-1135o1145-1167i1174-1196o	o(1-929=929) i(951-960=10) o(982-997=16) i(1019-1031=13) o(1050-1070=21) i(1092-1113=22) o(1135-1145=11) i(1167-1174=8) o(1196-1560=14)	o(1-929=929)	o(1196-1560=365)	929	365	268	13
IPI00918496	1107	o929-951i	o(1-929=929) i(951-1107=157)	o(1-929=929)	i(951-1107=157)	929	157	929	157
IPI00453492	1085	o927-949i	o(1-927=927) i(949-1085=137)	o(1-927=927)	i(949-1085=137)	927	137	927	137
IPI00626472	1048	o927-949i	o(1-927=927) i(949-1048=100)	o(1-927=927)	i(949-1048=100)	927	100	927	100
IPI00406094	1028	o926-948i	o(1-926=926) i(948-1028=81)	o(1-926=926)	i(948-1028=81)	926	81	926	81
IPI00857664	1014	o926-948i	o(1-926=926) i(948-1014=67)	o(1-926=926)	i(948-1014=67)	926	67	926	67
IPI00380749	991	o923-945i	o(1-923=923) i(945-991=47)	o(1-923=923)	i(945-991=47)	923	47	923	47
IPI00461474	972	o923-940i	o(1-923=923) i(940-972=33)	o(1-923=923)	i(940-972=33)	923	33	923	33
IPI00123516	1300	o922-944i	o(1-922=922) i(944-1300=357)	o(1-922=922)	i(944-1300=357)	922	357	922	357
IPI00230741	1016	o922-944i	o(1-922=922) i(944-1016=73)	o(1-922=922)	i(944-1016=73)	922	73	922	73
IPI00755155	1003	o922-944i	o(1-922=922) i(944-1003=60)	o(1-922=922)	i(944-1003=60)	922	60	922	60
IPI00986252	992	o922-944i	o(1-922=922) i(944-992=49)	o(1-922=922)	i(944-992=49)	922	49	922	49
IPI00357851	941	o922-940i	o(1-922=922) i(940-941=2)	o(1-922=922)	i(940-941=2)	922	2	922	2
IPI00111686	1282	o92-114i168-190o195-217i281-298o308-330i664-686o726-748i792-814o818-840i904-926o	o(1-92=92) i(114-168=55) o(190-195=6) i(217-281=65) o(298-308=11) i(330-664=335) o(686-726=41) i(748-792=45) o(814-818=5) i(840-904=65) o(926-1282=22)	o(1-92=92)	o(926-1282=357)	92	357	85	113
IPI00970250	172	o92-114i	o(1-92=92) i(114-172=59)	o(1-92=92)	i(114-172=59)	92	59	92	59
IPI00420850	1097	o919-941i	o(1-919=919) i(941-1097=157)	o(1-919=919)	i(941-1097=157)	919	157	919	157
IPI00124212	950	o917-939i	o(1-917=917) i(939-950=12)	o(1-917=917)	i(939-950=12)	917	12	917	12
IPI00403618	945	o917-939i	o(1-917=917) i(939-945=7)	o(1-917=917)	i(939-945=7)	917	7	917	7
IPI00466578	941	o915-937i	o(1-915=915) i(937-941=5)	o(1-915=915)	i(937-941=5)	915	5	915	5
IPI00132931	396	o91-113i125-147o162-184i204-226o253-275i296-318o333-355i	o(1-91=91) i(113-125=13) o(147-162=16) i(184-204=21) o(226-253=28) i(275-296=22) o(318-333=16) i(355-396=42)	o(1-91=91)	i(355-396=42)	91	42	37	24
IPI00224550	304	o91-110i	o(1-91=91) i(110-304=195)	o(1-91=91)	i(110-304=195)	91	195	91	195
IPI00652396	977	o910-932i	o(1-910=910) i(932-977=46)	o(1-910=910)	i(932-977=46)	910	46	910	46
IPI00222092	991	o909-931i	o(1-909=909) i(931-991=61)	o(1-909=909)	i(931-991=61)	909	61	909	61
IPI00875668	991	o909-931i	o(1-909=909) i(931-991=61)	o(1-909=909)	i(931-991=61)	909	61	909	61
IPI00886237	979	o907-929i	o(1-907=907) i(929-979=51)	o(1-907=907)	i(929-979=51)	907	51	907	51
IPI00267378	942	o904-926i	o(1-904=904) i(926-942=17)	o(1-904=904)	i(926-942=17)	904	17	904	17
IPI00342908	1009	o904-926i	o(1-904=904) i(926-1009=84)	o(1-904=904)	i(926-1009=84)	904	84	904	84
IPI00896603	996	o903-925i	o(1-903=903) i(925-996=72)	o(1-903=903)	i(925-996=72)	903	72	903	72
IPI00989042	976	o902-924i	o(1-902=902) i(924-976=53)	o(1-902=902)	i(924-976=53)	902	53	902	53
IPI00464158	322	o90-112i125-147o185-207i	o(1-90=90) i(112-125=14) o(147-185=39) i(207-322=116)	o(1-90=90)	i(207-322=116)	90	116	64	65
IPI00895261	171	o90-112i125-147o	o(1-90=90) i(112-125=14) o(147-171=116)	o(1-90=90)	o(147-171=25)	90	25	57	14
IPI00858082	693	o90-112i119-141o194-216i229-251o277-299i371-393o408-430i443-462o560-582i602-621o650-672i	o(1-90=90) i(112-119=8) o(141-194=54) i(216-229=14) o(251-277=27) i(299-371=73) o(393-408=16) i(430-443=14) o(462-560=99) i(582-602=21) o(621-650=30) i(672-693=22)	o(1-90=90)	i(672-693=22)	90	22	52	25
IPI00987531	344	o90-112i119-141o151-173i206-228o	o(1-90=90) i(112-119=8) o(141-151=11) i(173-206=34) o(228-344=73)	o(1-90=90)	o(228-344=117)	90	117	72	21
IPI00788395	470	o90-112i119-141o151-173i206-225o240-262i330-352o367-389i	o(1-90=90) i(112-119=8) o(141-151=11) i(173-206=34) o(225-240=16) i(262-330=69) o(352-367=16) i(389-470=82)	o(1-90=90)	i(389-470=82)	90	82	33	48
IPI00974912	448	o90-112i119-141o151-173i206-225o240-262i330-352o367-389i	o(1-90=90) i(112-119=8) o(141-151=11) i(173-206=34) o(225-240=16) i(262-330=69) o(352-367=16) i(389-448=60)	o(1-90=90)	i(389-448=60)	90	60	33	42
IPI00986874	435	o90-112i119-141o151-173i206-225o240-262i330-352o367-389i	o(1-90=90) i(112-119=8) o(141-151=11) i(173-206=34) o(225-240=16) i(262-330=69) o(352-367=16) i(389-435=47)	o(1-90=90)	i(389-435=47)	90	47	33	39
IPI00395051	280	o90-112i	o(1-90=90) i(112-280=169)	o(1-90=90)	i(112-280=169)	90	169	90	169
IPI00678465	119	o90-112i	o(1-90=90) i(112-119=8)	o(1-90=90)	i(112-119=8)	90	8	90	8
IPI00928211	126	o90-112i	o(1-90=90) i(112-126=15)	o(1-90=90)	i(112-126=15)	90	15	90	15
IPI00845674	303	o90-109i	o(1-90=90) i(109-303=195)	o(1-90=90)	i(109-303=195)	90	195	90	195
IPI00816892	949	o900-917i	o(1-900=900) i(917-949=33)	o(1-900=900)	i(917-949=33)	900	33	900	33
IPI00755042	1078	o899-921i	o(1-899=899) i(921-1078=158)	o(1-899=899)	i(921-1078=158)	899	158	899	158
IPI00875164	924	o898-920i	o(1-898=898) i(920-924=5)	o(1-898=898)	i(920-924=5)	898	5	898	5
IPI00378780	918	o897-914i	o(1-897=897) i(914-918=5)	o(1-897=897)	i(914-918=5)	897	5	897	5
IPI00674241	963	o896-918i	o(1-896=896) i(918-963=46)	o(1-896=896)	i(918-963=46)	896	46	896	46
IPI00406609	1299	o894-916i	o(1-894=894) i(916-1299=384)	o(1-894=894)	i(916-1299=384)	894	384	894	384
IPI00170159	917	o893-915i	o(1-893=893) i(915-917=3)	o(1-893=893)	i(915-917=3)	893	3	893	3
IPI00121653	269	o89-111i145-167o206-228i	o(1-89=89) i(111-145=35) o(167-206=40) i(228-269=42)	o(1-89=89)	i(228-269=42)	89	42	64	38
IPI00884545	596	o89-111i123-142o146-168i231-253o	o(1-89=89) i(111-123=13) o(142-146=5) i(168-231=64) o(253-596=69)	o(1-89=89)	o(253-596=344)	89	344	146	38
IPI00134251	127	o89-111i	o(1-89=89) i(111-127=17)	o(1-89=89)	i(111-127=17)	89	17	89	17
IPI00223310	122	o89-111i	o(1-89=89) i(111-122=12)	o(1-89=89)	i(111-122=12)	89	12	89	12
IPI00406182	122	o89-111i	o(1-89=89) i(111-122=12)	o(1-89=89)	i(111-122=12)	89	12	89	12
IPI00222278	952	o890-912i	o(1-890=890) i(912-952=41)	o(1-890=890)	i(912-952=41)	890	41	890	41
IPI00341098	925	o890-912i	o(1-890=890) i(912-925=14)	o(1-890=890)	i(912-925=14)	890	14	890	14
IPI00515432	1074	o890-912i	o(1-890=890) i(912-1074=163)	o(1-890=890)	i(912-1074=163)	890	163	890	163
IPI00651893	925	o890-912i	o(1-890=890) i(912-925=14)	o(1-890=890)	i(912-925=14)	890	14	890	14
IPI00756275	1432	o887-909i	o(1-887=887) i(909-1432=524)	o(1-887=887)	i(909-1432=524)	887	524	887	524
