IPI Accession	Length	TMHMM Topography	Length of the Transmembrane Loop(s)	FirstDomain	LastDomain	FirstDomain.Length	LastDomain.Length	Avg Domain.Out	Avg Domain.In
IPI00114063	1333	o283-305i348-370o633-655i668-687o697-719i740-762o772-794i848-870o1114-1133i1140-1162o1167-1186i1207-1229o1244-1266i	o(1-283=283) i(305-348=44) o(370-633=264) i(655-668=14) o(687-697=11) i(719-740=22) o(762-772=11) i(794-848=55) o(870-1114=245) i(1133-1140=8) o(1162-1167=6) i(1186-1207=22) o(1229-1244=16) i(1266-1333=68)	o(1-283=283)	i(1266-1333=68)	283	68	119	33
IPI00114274	861	o733-755i	o(1-733=733) i(755-861=107)	o(1-733=733)	i(755-861=107)	733	107	733	107
IPI00114279	543	i44-66o89-111i123-145o240-259i280-302o317-339i346-368o392-414i421-443o453-475i	i(1-44=44) o(66-89=24) i(111-123=13) o(145-240=96) i(259-280=22) o(302-317=16) i(339-346=8) o(368-392=25) i(414-421=8) o(443-453=11) i(475-543=69)	i(1-44=44)	i(475-543=69)	44	69	34	27
IPI00114641	526	i76-98o	i(1-76=76) o(98-526=76)	i(1-76=76)	o(98-526=429)	76	429	429	76
IPI00115089	495	i5-27o461-483i	i(1-5=5) o(27-461=435) i(483-495=13)	i(1-5=5)	i(483-495=13)	5	13	435	9
IPI00115482	362	o26-48i60-79o119-141i154-176o191-210i222-244o282-304i	o(1-26=26) i(48-60=13) o(79-119=41) i(141-154=14) o(176-191=16) i(210-222=13) o(244-282=39) i(304-362=59)	o(1-26=26)	i(304-362=59)	26	59	30	24
IPI00115892	279	i32-54o	i(1-32=32) o(54-279=32)	i(1-32=32)	o(54-279=226)	32	226	226	32
IPI00116056	617	i65-84o94-116i136-158o231-253i262-284o308-330i343-365o395-417i444-466o476-498i519-538o553-575i	i(1-65=65) o(84-94=11) i(116-136=21) o(158-231=74) i(253-262=10) o(284-308=25) i(330-343=14) o(365-395=31) i(417-444=28) o(466-476=11) i(498-519=22) o(538-553=16) i(575-617=43)	i(1-65=65)	i(575-617=43)	65	43	28	29
IPI00116921	509	i9-31o440-462i	i(1-9=9) o(31-440=410) i(462-509=48)	i(1-9=9)	i(462-509=48)	9	48	410	28
IPI00117094	537	o221-243i255-274o303-325i346-368o394-416i437-459o474-496i	o(1-221=221) i(243-255=13) o(274-303=30) i(325-346=22) o(368-394=27) i(416-437=22) o(459-474=16) i(496-537=42)	o(1-221=221)	i(496-537=42)	221	42	73	24
IPI00117413	862	o703-720i	o(1-703=703) i(720-862=143)	o(1-703=703)	i(720-862=143)	703	143	703	143
IPI00117424	277	o224-246i	o(1-224=224) i(246-277=32)	o(1-224=224)	i(246-277=32)	224	32	224	32
IPI00117735	248	o10-32i155-177o	o(1-10=10) i(32-155=124) o(177-248=22)	o(1-10=10)	o(177-248=72)	10	72	41	124
IPI00117950	305	i228-250o	i(1-228=228) o(250-305=228)	i(1-228=228)	o(250-305=56)	228	56	56	228
IPI00118020	396	o327-349i	o(1-327=327) i(349-396=48)	o(1-327=327)	i(349-396=48)	327	48	327	48
IPI00118069	294	i9-31o253-275i	i(1-9=9) o(31-253=223) i(275-294=20)	i(1-9=9)	i(275-294=20)	9	20	223	14
IPI00118173	765	i7-29o	i(1-7=7) o(29-765=7)	i(1-7=7)	o(29-765=737)	7	737	737	7
IPI00118385	938	o561-580i635-657o815-837i	o(1-561=561) i(580-635=56) o(657-815=159) i(837-938=102)	o(1-561=561)	i(837-938=102)	561	102	360	79
IPI00119063	4545	o4423-4445i	o(1-4423=4423) i(4445-4545=101)	o(1-4423=4423)	i(4445-4545=101)	4423	101	4423	101
IPI00119299	1092	o830-852i	o(1-830=830) i(852-1092=241)	o(1-830=830)	i(852-1092=241)	830	241	830	241
IPI00119463	223	i13-35o108-130i137-159o179-201i	i(1-13=13) o(35-108=74) i(130-137=8) o(159-179=21) i(201-223=23)	i(1-13=13)	i(201-223=23)	13	23	47	14
IPI00119525	445	o38-60i72-94o109-128i156-178o198-220i360-382o397-419i	o(1-38=38) i(60-72=13) o(94-109=16) i(128-156=29) o(178-198=21) i(220-360=141) o(382-397=16) i(419-445=27)	o(1-38=38)	i(419-445=27)	38	27	22	52
IPI00120227	518	i52-74o	i(1-52=52) o(74-518=52)	i(1-52=52)	o(74-518=445)	52	445	445	52
IPI00120245	1044	o990-1012i	o(1-990=990) i(1012-1044=33)	o(1-990=990)	i(1012-1044=33)	990	33	990	33
IPI00120751	637	i68-90o110-132i139-158o163-185i197-219o229-248i314-336o351-373i385-407o496-518i531-553o558-580i	i(1-68=68) o(90-110=21) i(132-139=8) o(158-163=6) i(185-197=13) o(219-229=11) i(248-314=67) o(336-351=16) i(373-385=13) o(407-496=90) i(518-531=14) o(553-558=6) i(580-637=58)	i(1-68=68)	i(580-637=58)	68	58	25	34
IPI00120769	460	i13-35o76-98i110-132o147-169i176-195o205-227i288-310o358-380i400-422o437-459i	i(1-13=13) o(35-76=42) i(98-110=13) o(132-147=16) i(169-176=8) o(195-205=11) i(227-288=62) o(310-358=49) i(380-400=21) o(422-437=16) i(459-460=2)	i(1-13=13)	i(459-460=2)	13	2	26	19
IPI00120907	709	i9-31o51-73i85-107o122-144i164-186o201-223i280-297o327-349i361-380o621-643i650-672o	i(1-9=9) o(31-51=21) i(73-85=13) o(107-122=16) i(144-164=21) o(186-201=16) i(223-280=58) o(297-327=31) i(349-361=13) o(380-621=242) i(643-650=8) o(672-709=8)	i(1-9=9)	o(672-709=38)	9	38	60	20
IPI00121190	1210	o648-670i775-797o	o(1-648=648) i(670-775=106) o(797-1210=13)	o(1-648=648)	o(797-1210=414)	648	414	531	106
IPI00121337	637	o106-128i141-163o183-205i225-247o346-368i391-413o418-435i442-459o469-491i511-533o537-559i	o(1-106=106) i(128-141=14) o(163-183=21) i(205-225=21) o(247-346=100) i(368-391=24) o(413-418=6) i(435-442=8) o(459-469=11) i(491-511=21) o(533-537=5) i(559-637=79)	o(1-106=106)	i(559-637=79)	106	79	41	27
IPI00121338	763	i12-34o694-716i	i(1-12=12) o(34-694=661) i(716-763=48)	i(1-12=12)	i(716-763=48)	12	48	661	30
IPI00121378	583	o528-550i	o(1-528=528) i(550-583=34)	o(1-528=528)	i(550-583=34)	528	34	528	34
IPI00121550	304	i35-57o	i(1-35=35) o(57-304=35)	i(1-35=35)	o(57-304=248)	35	248	248	35
IPI00121627	664	o355-377i390-412o417-434i478-497o507-529i	o(1-355=355) i(377-390=14) o(412-417=6) i(434-478=45) o(497-507=11) i(529-664=136)	o(1-355=355)	i(529-664=136)	355	136	124	65
IPI00121740	331	i26-48o	i(1-26=26) o(48-331=26)	i(1-26=26)	o(48-331=284)	26	284	284	26
IPI00121908	261	o219-238i	o(1-219=219) i(238-261=24)	o(1-219=219)	i(238-261=24)	219	24	219	24
IPI00122101	633	i29-51o61-83i114-136o213-235i242-264o291-313i326-348o375-397i426-448o458-480i501-520o535-557i	i(1-29=29) o(51-61=11) i(83-114=32) o(136-213=78) i(235-242=8) o(264-291=28) i(313-326=14) o(348-375=28) i(397-426=30) o(448-458=11) i(480-501=22) o(520-535=16) i(557-633=77)	i(1-29=29)	i(557-633=77)	29	77	28	30
IPI00122257	576	o553-575i	o(1-553=553) i(575-576=2)	o(1-553=553)	i(575-576=2)	553	2	553	2
IPI00122368	366	i28-50o317-339i	i(1-28=28) o(50-317=268) i(339-366=28)	i(1-28=28)	i(339-366=28)	28	28	268	28
IPI00122522	568	i7-29o	i(1-7=7) o(29-568=7)	i(1-7=7)	o(29-568=540)	7	540	540	7
IPI00122971	1115	o706-728i735-757o	o(1-706=706) i(728-735=8) o(757-1115=28)	o(1-706=706)	o(757-1115=359)	706	359	532	8
IPI00122973	537	o486-508i	o(1-486=486) i(508-537=30)	o(1-486=486)	i(508-537=30)	486	30	486	30
IPI00123342	999	i13-35o	i(1-13=13) o(35-999=13)	i(1-13=13)	o(35-999=965)	13	965	965	13
IPI00123704	290	i39-61o	i(1-39=39) o(61-290=39)	i(1-39=39)	o(61-290=230)	39	230	230	39
IPI00123957	724	o441-463i470-489o511-533i545-562o582-604i625-647o657-679i	o(1-441=441) i(463-470=8) o(489-511=23) i(533-545=13) o(562-582=21) i(604-625=22) o(647-657=11) i(679-724=46)	o(1-441=441)	i(679-724=46)	441	46	124	22
IPI00123966	103	o57-79i	o(1-57=57) i(79-103=25)	o(1-57=57)	i(79-103=25)	57	25	57	25
IPI00124221	278	i38-60o	i(1-38=38) o(60-278=38)	i(1-38=38)	o(60-278=219)	38	219	219	38
IPI00124269	294	i39-61o	i(1-39=39) o(61-294=39)	i(1-39=39)	o(61-294=234)	39	234	234	39
IPI00124283	354	i58-80o	i(1-58=58) o(80-354=58)	i(1-58=58)	o(80-354=275)	58	275	275	58
IPI00124340	670	o24-43i63-85o100-122i142-164o174-196i203-225o272-289i310-332o378-400i421-443o453-475i482-504o524-546i650-669o	o(1-24=24) i(43-63=21) o(85-100=16) i(122-142=21) o(164-174=11) i(196-203=8) o(225-272=48) i(289-310=22) o(332-378=47) i(400-421=22) o(443-453=11) i(475-482=8) o(504-524=21) i(546-650=105) o(669-670=0)	o(1-24=24)	o(669-670=2)	24	2	22	29
IPI00124836	320	i70-92o	i(1-70=70) o(92-320=70)	i(1-70=70)	o(92-320=229)	70	229	229	70
IPI00124987	388	o326-348i	o(1-326=326) i(348-388=41)	o(1-326=326)	i(348-388=41)	326	41	326	41
IPI00125813	760	i7-29o	i(1-7=7) o(29-760=7)	i(1-7=7)	o(29-760=732)	7	732	732	7
IPI00125851	746	o55-77i133-155o160-182i189-208o212-229i242-264o314-336i355-372o425-447i454-471o491-513i520-542o	o(1-55=55) i(77-133=57) o(155-160=6) i(182-189=8) o(208-212=5) i(229-242=14) o(264-314=51) i(336-355=20) o(372-425=54) i(447-454=8) o(471-491=21) i(513-520=8) o(542-746=105)	o(1-55=55)	o(542-746=205)	55	205	56	19
IPI00126092	1248	o522-543i785-807o	o(1-522=522) i(543-785=243) o(807-1248=8)	o(1-522=522)	o(807-1248=442)	522	442	482	243
IPI00126146	894	o433-455i	o(1-433=433) i(455-894=440)	o(1-433=433)	i(455-894=440)	433	440	433	440
IPI00126186	1456	o1388-1410i	o(1-1388=1388) i(1410-1456=47)	o(1-1388=1388)	i(1410-1456=47)	1388	47	1388	47
IPI00126232	704	o658-680i	o(1-658=658) i(680-704=25)	o(1-658=658)	i(680-704=25)	658	25	658	25
IPI00126405	246	i12-34o155-177i208-230o	i(1-12=12) o(34-155=122) i(177-208=32) o(230-246=32)	i(1-12=12)	o(230-246=17)	12	17	69	22
IPI00126500	1237	o705-727i748-770o790-812i821-843o897-914i927-946o984-1006i1027-1049o1109-1131i1159-1178o1183-1200i	o(1-705=705) i(727-748=22) o(770-790=21) i(812-821=10) o(843-897=55) i(914-927=14) o(946-984=39) i(1006-1027=22) o(1049-1109=61) i(1131-1159=29) o(1178-1183=6) i(1200-1237=38)	o(1-705=705)	i(1200-1237=38)	705	38	147	22
IPI00127447	478	i7-29o434-456i	i(1-7=7) o(29-434=406) i(456-478=23)	i(1-7=7)	i(456-478=23)	7	23	406	15
IPI00127770	197	o164-186i	o(1-164=164) i(186-197=12)	o(1-164=164)	i(186-197=12)	164	12	164	12
IPI00128024	177	o147-169i	o(1-147=147) i(169-177=9)	o(1-147=147)	i(169-177=9)	147	9	147	9
IPI00128484	460	i5-22o	i(1-5=5) o(22-460=5)	i(1-5=5)	o(22-460=439)	5	439	439	5
IPI00128628	352	o35-57i69-91o106-128i148-170o193-215i228-250o270-287i	o(1-35=35) i(57-69=13) o(91-106=16) i(128-148=21) o(170-193=24) i(215-228=14) o(250-270=21) i(287-352=66)	o(1-35=35)	i(287-352=66)	35	66	24	28
IPI00128905	393	i13-35o	i(1-13=13) o(35-393=13)	i(1-13=13)	o(35-393=359)	13	359	359	13
IPI00128915	2327	o2229-2251i	o(1-2229=2229) i(2251-2327=77)	o(1-2229=2229)	i(2251-2327=77)	2229	77	2229	77
IPI00129158	513	o374-396i	o(1-374=374) i(396-513=118)	o(1-374=374)	i(396-513=118)	374	118	374	118
IPI00129159	1493	o1136-1158i	o(1-1136=1136) i(1158-1493=336)	o(1-1136=1136)	i(1158-1493=336)	1136	336	1136	336
IPI00129304	742	i34-56o	i(1-34=34) o(56-742=34)	i(1-34=34)	o(56-742=687)	34	687	687	34
IPI00129677	284	i40-62o	i(1-40=40) o(62-284=40)	i(1-40=40)	o(62-284=223)	40	223	223	40
IPI00129968	330	o267-289i	o(1-267=267) i(289-330=42)	o(1-267=267)	i(289-330=42)	267	42	267	42
IPI00130389	804	i35-57o	i(1-35=35) o(57-804=35)	i(1-35=35)	o(57-804=748)	35	748	748	35
IPI00130573	1377	o1297-1319i	o(1-1297=1297) i(1319-1377=59)	o(1-1297=1297)	i(1319-1377=59)	1297	59	1297	59
IPI00131062	218	o154-176i	o(1-154=154) i(176-218=43)	o(1-154=154)	i(176-218=43)	154	43	154	43
IPI00131622	179	o5-24i156-178o	o(1-5=5) i(24-156=133) o(178-179=21)	o(1-5=5)	o(178-179=2)	5	2	3	133
IPI00131641	589	o526-548i	o(1-526=526) i(548-589=42)	o(1-526=526)	i(548-589=42)	526	42	526	42
IPI00132286	1163	o1086-1108i	o(1-1086=1086) i(1108-1163=56)	o(1-1086=1086)	i(1108-1163=56)	1086	56	1086	56
IPI00132474	798	o729-751i	o(1-729=729) i(751-798=48)	o(1-729=729)	i(751-798=48)	729	48	729	48
IPI00133448	165	o15-37i	o(1-15=15) i(37-165=129)	o(1-15=15)	i(37-165=129)	15	129	15	129
IPI00134191	493	i9-31o59-81i94-111o121-143i156-178o304-326i333-355o365-387i400-422o426-448i	i(1-9=9) o(31-59=29) i(81-94=14) o(111-121=11) i(143-156=14) o(178-304=127) i(326-333=8) o(355-365=11) i(387-400=14) o(422-426=5) i(448-493=46)	i(1-9=9)	i(448-493=46)	9	46	36	17
IPI00134200	614	o554-576i	o(1-554=554) i(576-614=39)	o(1-554=554)	i(576-614=39)	554	39	554	39
IPI00134549	415	o383-405i	o(1-383=383) i(405-415=11)	o(1-383=383)	i(405-415=11)	383	11	383	11
IPI00134691	535	i5-27o493-515i	i(1-5=5) o(27-493=467) i(515-535=21)	i(1-5=5)	i(515-535=21)	5	21	467	13
IPI00136915	541	i7-29o473-495i	i(1-7=7) o(29-473=445) i(495-541=47)	i(1-7=7)	i(495-541=47)	7	47	445	27
IPI00137311	1894	o1243-1265i	o(1-1243=1243) i(1265-1894=630)	o(1-1243=1243)	i(1265-1894=630)	1243	630	1243	630
IPI00153202	805	o740-762i	o(1-740=740) i(762-805=44)	o(1-740=740)	i(762-805=44)	740	44	740	44
IPI00153807	1704	i22-44o261-283i304-326o346-368i373-392o1099-1121i1142-1164o1184-1206i1213-1235o	i(1-22=22) o(44-261=218) i(283-304=22) o(326-346=21) i(368-373=6) o(392-1099=708) i(1121-1142=22) o(1164-1184=21) i(1206-1213=8) o(1235-1704=8)	i(1-22=22)	o(1235-1704=470)	22	470	287	16
IPI00153924	806	i13-32o705-727i	i(1-13=13) o(32-705=674) i(727-806=80)	i(1-13=13)	i(727-806=80)	13	80	674	46
IPI00153959	2571	o2476-2498i	o(1-2476=2476) i(2498-2571=74)	o(1-2476=2476)	i(2498-2571=74)	2476	74	2476	74
IPI00169818	297	o169-191i	o(1-169=169) i(191-297=107)	o(1-169=169)	i(191-297=107)	169	107	169	107
IPI00169896	704	i32-54o229-251i253-275o312-334i355-377o453-475i496-518o560-582i598-620o635-657i	i(1-32=32) o(54-229=176) i(251-253=3) o(275-312=38) i(334-355=22) o(377-453=77) i(475-496=22) o(518-560=43) i(582-598=17) o(620-635=16) i(657-704=48)	i(1-32=32)	i(657-704=48)	32	48	70	24
IPI00221418	503	i35-57o	i(1-35=35) o(57-503=35)	i(1-35=35)	o(57-503=447)	35	447	447	35
IPI00221426	544	i17-36o	i(1-17=17) o(36-544=17)	i(1-17=17)	o(36-544=509)	17	509	509	17
IPI00221456	683	i111-133o148-170i177-196o201-223i236-258o273-294i389-411o537-559i566-588o592-614i627-649o654-672i	i(1-111=111) o(133-148=16) i(170-177=8) o(196-201=6) i(223-236=14) o(258-273=16) i(294-389=96) o(411-537=127) i(559-566=8) o(588-592=5) i(614-627=14) o(649-654=6) i(672-683=12)	i(1-111=111)	i(672-683=12)	111	12	29	37
IPI00221911	219	i12-34o49-71i84-106o182-204i	i(1-12=12) o(34-49=16) i(71-84=14) o(106-182=77) i(204-219=16)	i(1-12=12)	i(204-219=16)	12	16	46	14
IPI00222149	1209	o1082-1104i	o(1-1082=1082) i(1104-1209=106)	o(1-1082=1082)	i(1104-1209=106)	1082	106	1082	106
IPI00223769	365	o273-295i	o(1-273=273) i(295-365=71)	o(1-273=273)	i(295-365=71)	273	71	273	71
IPI00223987	1025	i110-132o	i(1-110=110) o(132-1025=110)	i(1-110=110)	o(132-1025=894)	110	894	894	110
IPI00225072	456	o408-430i	o(1-408=408) i(430-456=27)	o(1-408=408)	i(430-456=27)	408	27	408	27
IPI00226346	552	i13-35o150-167i180-202o233-255i352-374o378-400i407-425o435-457i470-492o496-515i	i(1-13=13) o(35-150=116) i(167-180=14) o(202-233=32) i(255-352=98) o(374-378=5) i(400-407=8) o(425-435=11) i(457-470=14) o(492-496=5) i(515-552=38)	i(1-13=13)	i(515-552=38)	13	38	33	30
IPI00227906	552	i26-45o55-77i98-120o176-198i207-229o253-275i288-310o399-421i442-464o474-496i	i(1-26=26) o(45-55=11) i(77-98=22) o(120-176=57) i(198-207=10) o(229-253=25) i(275-288=14) o(310-399=90) i(421-442=22) o(464-474=11) i(496-552=57)	i(1-26=26)	i(496-552=57)	26	57	38	25
IPI00229083	90	o5-27i	o(1-5=5) i(27-90=64)	o(1-5=5)	i(27-90=64)	5	64	5	64
IPI00230295	622	i13-35o	i(1-13=13) o(35-622=13)	i(1-13=13)	o(35-622=588)	13	588	588	13
IPI00272690	1312	o1264-1286i	o(1-1264=1264) i(1286-1312=27)	o(1-1264=1264)	i(1286-1312=27)	1264	27	1264	27
IPI00279010	650	o541-563i	o(1-541=541) i(563-650=88)	o(1-541=541)	i(563-650=88)	541	88	541	88
IPI00279051	500	i230-252o262-281i337-359o363-385i406-428o448-465i	i(1-230=230) o(252-262=11) i(281-337=57) o(359-363=5) i(385-406=22) o(428-448=21) i(465-500=36)	i(1-230=230)	i(465-500=36)	230	36	12	86
IPI00308213	393	o340-362i	o(1-340=340) i(362-393=32)	o(1-340=340)	i(362-393=32)	340	32	340	32
IPI00308971	2483	o2295-2317i	o(1-2295=2295) i(2317-2483=167)	o(1-2295=2295)	i(2317-2483=167)	2295	167	2295	167
IPI00310754	331	i45-67o	i(1-45=45) o(67-331=45)	i(1-45=45)	o(67-331=265)	45	265	265	45
IPI00311808	574	o500-522i	o(1-500=500) i(522-574=53)	o(1-500=500)	i(522-574=53)	500	53	500	53
IPI00312063	864	o790-812i	o(1-790=790) i(812-864=53)	o(1-790=790)	i(812-864=53)	790	53	790	53
IPI00312509	888	o444-466i	o(1-444=444) i(466-888=423)	o(1-444=444)	i(466-888=423)	444	423	444	423
IPI00314042	760	i12-34o727-749i	i(1-12=12) o(34-727=694) i(749-760=12)	i(1-12=12)	i(749-760=12)	12	12	694	12
IPI00314355	354	i96-118o	i(1-96=96) o(118-354=96)	i(1-96=96)	o(118-354=237)	96	237	237	96
IPI00314549	463	o143-165i178-197o224-246i253-275o290-312i333-351o366-388i	o(1-143=143) i(165-178=14) o(197-224=28) i(246-253=8) o(275-290=16) i(312-333=22) o(351-366=16) i(388-463=76)	o(1-143=143)	i(388-463=76)	143	76	50	30
IPI00317488	656	i33-55o189-211i269-288o303-322i335-354o369-391i411-433o494-516i523-545o560-582i587-609o629-648i	i(1-33=33) o(55-189=135) i(211-269=59) o(288-303=16) i(322-335=14) o(354-369=16) i(391-411=21) o(433-494=62) i(516-523=8) o(545-560=16) i(582-587=6) o(609-629=21) i(648-656=9)	i(1-33=33)	i(648-656=9)	33	9	44	21
IPI00318395	123	o47-69i	o(1-47=47) i(69-123=55)	o(1-47=47)	i(69-123=55)	47	55	47	55
IPI00318993	387	o333-355i	o(1-333=333) i(355-387=33)	o(1-333=333)	i(355-387=33)	333	33	333	33
IPI00319509	966	i12-34o	i(1-12=12) o(34-966=12)	i(1-12=12)	o(34-966=933)	12	933	933	12
IPI00320605	771	o703-725i	o(1-703=703) i(725-771=47)	o(1-703=703)	i(725-771=47)	703	47	703	47
IPI00321222	172	o29-51i	o(1-29=29) i(51-172=122)	o(1-29=29)	i(51-172=122)	29	122	29	122
IPI00321348	611	o578-600i	o(1-578=578) i(600-611=12)	o(1-578=578)	i(600-611=12)	578	12	578	12
IPI00321365	373	o233-255i	o(1-233=233) i(255-373=119)	o(1-233=233)	i(255-373=119)	233	119	233	119
IPI00322447	456	o388-410i	o(1-388=388) i(410-456=47)	o(1-388=388)	i(410-456=47)	388	47	388	47
IPI00329927	1240	i7-29o1109-1131i	i(1-7=7) o(29-1109=1081) i(1131-1240=110)	i(1-7=7)	i(1131-1240=110)	7	110	1081	58
IPI00330539	789	o529-551i	o(1-529=529) i(551-789=239)	o(1-529=529)	i(551-789=239)	529	239	529	239
IPI00330594	548	i43-65o	i(1-43=43) o(65-548=43)	i(1-43=43)	o(65-548=484)	43	484	484	43
IPI00330632	1797	i12-31o	i(1-12=12) o(31-1797=12)	i(1-12=12)	o(31-1797=1767)	12	1767	1767	12
IPI00330680	275	i97-119o	i(1-97=97) o(119-275=97)	i(1-97=97)	o(119-275=157)	97	157	157	97
IPI00331214	472	i7-29o444-466i	i(1-7=7) o(29-444=416) i(466-472=7)	i(1-7=7)	i(466-472=7)	7	7	416	7
IPI00338983	1385	o1285-1307i	o(1-1285=1285) i(1307-1385=79)	o(1-1285=1285)	i(1307-1385=79)	1285	79	1285	79
IPI00341098	925	o890-912i	o(1-890=890) i(912-925=14)	o(1-890=890)	i(912-925=14)	890	14	890	14
IPI00343568	661	o628-650i	o(1-628=628) i(650-661=12)	o(1-628=628)	i(650-661=12)	628	12	628	12
IPI00345286	500	i7-29o428-450i	i(1-7=7) o(29-428=400) i(450-500=51)	i(1-7=7)	i(450-500=51)	7	51	400	29
IPI00349520	4660	i7-24o4425-4447i	i(1-7=7) o(24-4425=4402) i(4447-4660=214)	i(1-7=7)	i(4447-4660=214)	7	214	4402	110
IPI00355482	434	o129-151i172-194o204-226i233-255o265-287i307-326o336-358i365-384o394-416i	o(1-129=129) i(151-172=22) o(194-204=11) i(226-233=8) o(255-265=11) i(287-307=21) o(326-336=11) i(358-365=8) o(384-394=11) i(416-434=19)	o(1-129=129)	i(416-434=19)	129	19	34	15
IPI00378162	735	o687-709i	o(1-687=687) i(709-735=27)	o(1-687=687)	i(709-735=27)	687	27	687	27
IPI00378366	745	i7-29o	i(1-7=7) o(29-745=7)	i(1-7=7)	o(29-745=717)	7	717	717	7
IPI00379131	1168	o1108-1130i	o(1-1108=1108) i(1130-1168=39)	o(1-1108=1108)	i(1130-1168=39)	1108	39	1108	39
IPI00395031	425	o51-73i93-115o130-152i192-209o224-246i258-280o305-327i	o(1-51=51) i(73-93=21) o(115-130=16) i(152-192=41) o(209-224=16) i(246-258=13) o(280-305=26) i(327-425=99)	o(1-51=51)	i(327-425=99)	51	99	27	43
IPI00396840	769	i68-90o	i(1-68=68) o(90-769=68)	i(1-68=68)	o(90-769=680)	68	680	680	68
IPI00406609	1299	o894-916i	o(1-894=894) i(916-1299=384)	o(1-894=894)	i(916-1299=384)	894	384	894	384
IPI00420554	1332	o1262-1284i	o(1-1262=1262) i(1284-1332=49)	o(1-1262=1262)	i(1284-1332=49)	1262	49	1262	49
IPI00420955	825	o754-776i	o(1-754=754) i(776-825=50)	o(1-754=754)	i(776-825=50)	754	50	754	50
IPI00453537	404	o336-358i	o(1-336=336) i(358-404=47)	o(1-336=336)	i(358-404=47)	336	47	336	47
IPI00454159	566	o421-443i	o(1-421=421) i(443-566=124)	o(1-421=421)	i(443-566=124)	421	124	421	124
IPI00458077	756	i12-34o	i(1-12=12) o(34-756=12)	i(1-12=12)	o(34-756=723)	12	723	723	12
IPI00459432	404	o370-392i	o(1-370=370) i(392-404=13)	o(1-370=370)	i(392-404=13)	370	13	370	13
IPI00460063	505	i5-27o	i(1-5=5) o(27-505=5)	i(1-5=5)	o(27-505=479)	5	479	479	5
IPI00461384	1475	i9-26o	i(1-9=9) o(26-1475=9)	i(1-9=9)	o(26-1475=1450)	9	1450	1450	9
IPI00463489	337	i5-24o	i(1-5=5) o(24-337=5)	i(1-5=5)	o(24-337=314)	5	314	314	5
